https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180309
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"986068","1","1","Vehicle in Operation","1","Honda","2019","2019","Cr-v Exl","Gray","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","5J6RW2H82KA013996","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06855","","true","","false","false","West Rocks Road","false","CT","false","false","1","Safeco Insurance Company of Illinois","","","","","","","","","","","","","","","","","","","","","","","",""
"987921","1","1","Vehicle in Operation","3","Buick","2021","2021","Encore Gx Select","Black","S","Southbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","6","Turning Right","0","None","KL4MMESL3MB102911","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Cos Cob","CT","","06807","","false","n/a","false","false","Walgreens parking lot","false","CT","false","false","1","Amica Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","2023-03-01","","","",""
"987969","1","1","Vehicle in Operation","1","","","","","Red","N","Northbound","false","17","Pedestrian","3","Backing","0","None","88","Not Applicable","88","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","3","Backing","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Parking Lot","false","CT","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"987987","1","1","Vehicle in Operation","1","Niss","1920","1920","Rogue S","Red      ","S","Southbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","88","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","6","Turning Right","0","None","5N1AT2MVXLC751599   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06851","","false","","false","false","Grand St","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2023-02-19","","","",""
"990200","2","1","Vehicle in Operation","1","Mongoose ","2022","2022","","Black","W","Westbound","false","99","Unknown","1","Straight Ahead","99","Unknown","99","Unknown","25","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","","","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Flax Hill Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990200","1","1","Vehicle in Operation","1","Subaru","2016","2016","Forester 2.5i","Gray","S","Southbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","7","Turning Left","99","Unknown","JF2SJABC3GH515302","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","n/a","false","false","Woodlawn Ave","false","CT","false","false","1","Trumbull Insurance Company","","","","","","","","","","","","","","","","","","","","2023-05-21","","","",""
"992741","1","1","Vehicle in Operation","1","Volkswagen","2016","2016","Tiguan S/se/sel/r-li","Black","W","Westbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","15","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","6","Turning Right","0","None","WVGBV7AX4GW553185","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","Woodward Avenue","false","CT","false","false","1","ALLSTATE","","","","","","","","","","","","","","","","","","","","2023-04-06","","","",""
"995156","1","1","Vehicle in Operation","1","Hond","2017","2017","Accord S","Mar      ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCR2F55HA189124   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06854","","false","","false","false","West Ave","false","CT","false","false","1","Statefarm","","","","","","","","","","","","","","","","","","","","2023-04-27","","","",""
"999678","1","1","Vehicle in Operation","1","Chevrolet","2015","2015","Silverado K2500hd Lt","Red","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","2","Curve Left","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","5","Pick Up","1","Straight Ahead","0","None","1GC1KVEG5FF523716","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","Ferris Avenue","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2023-05-26","","","",""
"1001292","1","1","Vehicle in Operation","1","Honda","2017","2017","Accord S","White","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCR2F5XHA308219   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06851","","false","","false","false","100 N Water / Service Road","false","CT","false","false","1","Allstate Ins","","","","","","","","","","","","","","","","","","","","2023-03-30","","","",""
"1001586","1","1","Vehicle in Operation","2","Volvo","2020","2020","Xc40 T5","Black","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","YV4162UK4L2304657","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Mahwah","NJ","","07430","","false","","false","false","GILLIES LANE","false","CT","false","false","1","Government Employees Insurance Company","","","","","","","","","","","","","","","","","","","","2023-01-06","","","",""
"1003351","2","1","Vehicle in Operation","1","NEXT","","","","RED","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","0","None","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","3","Functional Damage","","","1","Straight Ahead","0","None","None","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Parking Lot","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1003351","1","1","Vehicle in Operation","1","Jeep","","","Grand Cherokee","Gray","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","0","None","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","true","","false","false","Parking Lot","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1003482","1","1","Vehicle in Operation","1","Acura","2021","2021","Tlx Technology","Gray","E","Eastbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","6","Turning Right","0","None","19UUB5F47MA014174","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","06850","","false","","false","false","Paking lot","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2023-04-30","","","",""
"1005790","1","1","Vehicle in Operation","1","Toyota","2012","2012","Camry/se/le/xle","White","N","Northbound","false","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BF1FK0CU579585","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Weston","CT","","06883","","false","","false","false","East Ave.","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2023-04-20","","","",""
"1008490","1","1","Vehicle in Operation","1","Toyota","2022","2022","Corolla LE","Silver","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","13","Non-Collision","1","No Damage","1","Passenger Car","7","Turning Left","0","None","JTDEAMDE3N3013038","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","Water St","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2023-02-01","","","",""
"1014624","1","1","Vehicle in Operation","1","Audi","2014","2014","a4","Gray","W","Westbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","6","Turning Right","0","None","WAUBFAFL0EN040441","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06854","","false","","false","false","Pine Street","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2023-06-01","","","",""
"1015308","1","1","Vehicle in Operation","1","KIA","2015","2015","Sportage/lx","Green","W","Westbound","false","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","KNDPBCACXF7684526","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","Turning left from Main St onto Cross Street","false","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","2021-10-10","","","",""
"1017607","1","1","Vehicle in Operation","1","Mercedes-Benz","","","","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","88","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","2","Curve Left","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","99","Unknown","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Main Avenue","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1017607","2","1","Vehicle in Operation","3","Ford","2019","2019","Escape Se","Gray","N","Northbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","88","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","2","Curve Left","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","1FMCU9GD2KUA73473","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","Main Avenue","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2023-06-17","","","",""
"1017607","3","1","Vehicle in Operation","1","Jetson","","","Bolt Pro","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","88","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","2","Curve Left","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","","","","","","","","true","","false","false","Sidewalk of Main Avenue","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1017608","1","1","Vehicle in Operation","2","Honda","2015","2015","CR-V EX","White","S","Southbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","13","Non-Collision","1","No Damage","2","(Sport) Utility Vehicle","6","Turning Right","0","None","5J6RM4H50FL060056","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06850","","false","","false","false","Taylor Avenue","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2023-06-09","","","",""
"1017608","2","1","Vehicle in Operation","1","unknown ","2023","2023","unknown","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","1","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","13","Non-Collision","1","No Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Sidewalk on Taylor Avenue","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1019307","1","1","Vehicle in Operation","2","NISSAN","2020","2020","ARMADA","GRAY","N","Northbound","false","17","Pedestrian","2","Negotiating a Curve","0","None","88","Not Applicable","55","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","3","Curve Right","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","2","Negotiating a Curve","0","None","JN8AY2NCXLX517995","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","DES PLAINES","IL","","60018","","false","AC AUTO BODY","false","false","I-95","false","IL","false","false","88","GOOD2GO AUTO INSURANCE","","","","","","","","","","","","","","","","","","","","2022-11-01","","","",""
"1020305","1","1","Vehicle in Operation","1","Unknown","","","Unknown","","","","true","88","Not Applicable","99","Unknown","99","Unknown","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","99","Unknown","1","Level","99","Unknown","99","Unknown","99","Unknown","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","N/A","false","false","Main St","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020325","2","1","Vehicle in Operation","1","unknown","","","GT Veloce","Black","W","Westbound","false","22","Motor Vehicle In Motion","99","Unknown","0","None","0","None","25","","","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","99","Unknown","0","None","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","true","Fitch","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020325","1","1","Vehicle in Operation","1","Honda","2015","2015","Accord EX","Black","E","Eastbound","false","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCR2F75FA105057","3","Traffic Control Signal","2","Yes","19","Other Non-motorist","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk             ","CT","","06851","","false","","false","false","Fitch","false","CT","false","false","1","Amica Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","2023-07-01","","","",""
"1020942","1","99","Unknown","2","Acura","2022","2022","Tlx Tech A","White","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","","","","","20","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","","","19UUB5F55NA002275","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bronx","NY","","10463","","false","","false","false","First St.","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2023-05-30","","","",""
"1031063","1","1","Vehicle in Operation","1","Honda","2013","2013","CR-V LX","Gray","N","Northbound","false","26","Other Non-Fixed Object","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","2HKRM4H38DH662886","3","Traffic Control Signal","2","Yes","26","Other Non-Fixed Object","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","West Rocks Road","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2020-09-29","","","",""
"1032626","1","1","Vehicle in Operation","1","Chevrolet","2012","2012","Cruze Ls","Gray","W","Westbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","6","Turning Right","0","None","1G1PC5SH8C7177065","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Milford","CT","","06776","","false","","false","false","Private entrance/ exit 251 Ely Avenue","true","CT","false","false","1","New Jersey leability insurance card AAAA insurance auto insurance company","","","","","","","","","","","","","","","","","","","","2023-04-06","","","",""
"1033329","1","1","Vehicle in Operation","1","Audi","2016","2016","A4 Quattro Premium S","Silver","","","true","17","Pedestrian","99","Unknown","0","None","88","Not Applicable","25","3","Not Towed","99","Unknown","1","1","Straight","1","Level","99","Unknown","1","No Damage","1","Passenger Car","99","Unknown","0","None","WAUDFAFL1GN001210","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not applicable","","","Wilton","CT","","06897","","false","","false","false","Costco parking lot","true","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1033650","1","1","Vehicle in Operation","1","Subaru","2019","2019","Outback 2.5i Premium","Gray","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","4S4BSAFC5K3352983","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06850","","false","","false","false","Parking lot","false","CT","false","false","1","Motor Club Insurance Company","","","","","","","","","","","","","","","","","","","","2023-08-30","","","",""
"1034514","1","1","Vehicle in Operation","1","Toyota","2014","2014","Cor L/le/lepl/pr/s/s","Gray","S","Southbound","false","16","Other Non-Collision","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","5YFBURHE7EP059433","3","Traffic Control Signal","2","Yes","16","Other Non-Collision","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06610","","false","N/A","false","false","West Ave","false","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1036945","1","1","Vehicle in Operation","1","Chevrolet","2007","2007","Tahoe","Red","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","2","Two-Way, Not Divided, With a Continuous Left Turn Lane","3","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1GNFK13047R179503","11","Pedestrian Button","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","06851","","true","N/a (Explained in Narrative)","false","false","North Main Street","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2022-01-28","","","",""
"1040506","1","1","Vehicle in Operation","1","","","","","Burgundy","","","true","26","Other Non-Fixed Object","3","Backing","99","Unknown","88","Not Applicable","1","99","Unknown","5","One-Way Trafficway","1","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","3","Backing","99","Unknown","","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","N/A","false","false","Parking Lot","true","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1041879","1","1","Vehicle in Operation","1","Bmw","2010","2010","335i","Blue","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","WBAWL7C59AP252188   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","false","","false","false","E. ROCKS RD.","false","CT","false","false","1","Amica ","","","","","","","","","","","","","","","","","","","","2023-09-05","","","",""
"1043558","1","99","Unknown","1","unknown","","","unknown","Blue","E","Eastbound","false","17","Pedestrian","99","Unknown","99","Unknown","88","Not Applicable","1","99","Unknown","1","Two-Way, Not Divided","4","1","Straight","1","Level","99","Unknown","99","Unknown","2","(Sport) Utility Vehicle","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Westport Ave","false","CT","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","2023-01-01","","","",""
