https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180309
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"987921","","5","37","2","Female","CT","06824","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"987969","","2","66","1","Male","CT","","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Parking Lot","N","false","1","","true","97","Other","1","No","97","Other","97","Other","97","Other","0","None","0","None","1","Not Distracted","","","","Norwalk","UnitedStates","99","Unknown","CT","","","","","","",""
"987969","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","9","Improper Backing","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","99","Unknown","CT","99","1","No","1","Not Transported","",""
"987987","","2","50","2","Female","CT","06850","3","Pedestrian","B","Suspected Minor Injury (B)","97","Other","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Grand St","S","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","NORWALK","","","","","","","","3","EMS Ground","Norwalk","Norwalk Hospital"
"987987","1","1","63","1","Male","CT","06851","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk        ","","2","State","CT","4","1","No","1","Not Transported","",""
"990200","1","1","66","2","Female","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"990200","","2","18","1","Male","CT","","5","Bicyclist","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Woodlawn Ave","S","false","1","2","false","6","In Roadway - Other","1","No","99","Unknown","99","Unknown","3","Intersection – Other","0","None","0","None","99","Unknown if Distracted","","","","Norwalk","UnitedStates","88","Not applicable","CT","","","","3","EMS Ground","Norwalk Hospital ","Norwalk Hospital"
"992741","1","1","59","2","Female","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"992741","","2","16","2","Female","CT","","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Woodward Avenue","W","false","1","","false","1","Crossing Roadway","2","Yes","3","Failure to Yield Right-Of-Way","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Norwalk","UnitedStates","","","CT","","","","1","Not Transported","",""
"995156","","2","57","1","Male","CT","06854","3","Pedestrian","A","Suspected Serious Injury (A)","3","Emotional (depressed, angry, disturbed, etc.)","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","West Ave","S","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","7","Other, Outside Vehicle","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","Norwalk EMS","Norwalk Hospital"
"995156","1","1","23","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk        ","","2","State","CT","4","1","No","1","Not Transported","",""
"999678","","3","15","2","Female","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"999678","","2","15","2","Female","CT","","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","1","Apparently Normal","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Ferris Avenue","N","false","1","","false","1","Crossing Roadway","2","Yes","3","Failure to Yield Right-Of-Way","5","In Roadway Improperly (Standing, Lying, Working, Playing)","7","Shoulder/Roadside","0","None","0","None","99","Unknown if Distracted","","","","Norwalk","UnitedStates","","","99","","","","3","EMS Ground","Norwalk EMT","Norwalk Hospital"
"999678","1","1","39","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"1001292","1","1","21","1","Male","CT","06851","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk        ","","2","State","CT","4","1","No","1","Not Transported","",""
"1001292","","2","29","1","Male","CT","","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","100 N Water St / Rear Service Road","N","false","1","","false","1","Crossing Roadway","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","99","Unknown","6","Bicycle Lane","99","Unknown","99","Unknown","1","Not Distracted","","","","Norwalk","UnitedStates","","","","","","","3","EMS Ground","Norwalk Hospital","NORWALK HOSPITAL"
"1001586","","3","20","1","Male","CT","","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","1","","true","6","In Roadway - Other","1","No","1","No Improper Action","1","No Improper Action","7","Shoulder/Roadside","3","Reflective Clothing","3","Reflective Clothing","1","Not Distracted","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","NORWALK HOSPITAL EMS","NORWALK HOSPITAL"
"1001586","","4","29","1","Male","CT","06854","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk             ","","","","CT","","","","","","",""
"1001586","1","1","70","2","Female","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","13","Failed to Keep in Proper Lane","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"1001586","1","2","91","2","Female","CT","","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Norwalk","","","","CT","","","","1","Not Transported","",""
"1003351","","2","12","1","Male","CT","","5","Bicyclist","O","No Apparent Injury (O)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Parking lot","N","false","1","2","false","99","Unknown","1","No","1","No Improper Action","1","No Improper Action","10","Driveway Access","0","None","0","None","1","Not Distracted","","","","Norwalk","UnitedStates","88","Not applicable","CT","","","","1","Not Transported","",""
"1003351","1","1","","99","Unknown","CT","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","5","Ran Stop Sign","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","UnitedStates","2","State","CT","99","1","No","1","Not Transported","",""
"1003482","1","1","44","1","Male","CT","06850","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"1003482","","2","41","2","Female","CT","06854","3","Pedestrian","C","Possible Injury (C)","2","Physically Impaired","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Turning East in Parking lot","E","false","1","","true","97","Other","1","No","97","Other","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk","","2","State","CT","","","","2","EMS Air","Norwalk EMS","Norwalk Hospital"
"1005790","","2","68","1","Male","CT","06854","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","East Ave.","W","false","1","","false","1","Crossing Roadway","1","No","8","Inattentive (Talking, Eating, etc.)","3","Failure to Yield Right-Of-Way","4","Midblock-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","South Norwalk","","2","State","CT","","","","1","Not Transported","",""
"1005790","","3","45","1","Male","CT","06820","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Darien","","","","CT","","","","","","",""
"1005790","1","1","22","2","Female","CT","06883","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Weston","","2","State","CT","4","1","No","1","Not Transported","",""
"1008490","1","1","32","1","Male","CT","06851","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"1008490","","2","32","1","Male","CT","06854","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Water St","N","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","99","Unknown","1","Intersection-Marked Crosswalk","0","None","0","None","99","Unknown if Distracted","","","","Norwalk","","","","CT","","","","1","Not Transported","",""
"1014624","","3","16","1","Male","CT","","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","North Main Street","N","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","Norwalk Paramedics","NORWALK HOSPITAL"
"1014624","","2","16","1","Male","CT","","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","North Main Street","N","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","Norwalk Paramedics","Norwalk Hospital"
"1014624","1","1","60","2","Female","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk        ","","2","State","CT","4","1","No","1","Not Transported","",""
"1015308","","2","76","2","Female","CT","","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","turning left from main st onto cross street.","W","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","0","None","1","Not Distracted","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","norwalk hospital","NORWALK HOSPITAL"
"1015308","1","1","41","2","Female","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"1015308","","3","58","2","Female","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"1017607","1","1","","1","Male","","","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","12","Followed Too Closely","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","2","State","CT","99","1","No","1","Not Transported","",""
"1017607","2","3","10","1","Male","CT","","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","88","Not applicable","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","23","Second Row, Right Seat","","Norwalk","UnitedStates","","","CT","","","","1","Not Transported","",""
"1017607","2","2","47","1","Male","CT","06851","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","88","1","No","1","Not Transported","",""
"1017607","","5","","1","Male","","","5","Bicyclist","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","N","false","1","3","true","5","Walking/Cycling on Sidewalk","99","Unknown","1","No Improper Action","88","Not Applicable","8","Sidewalk","0","None","88","Not Applicable","1","Not Distracted","","","","","","99","Unknown","CT","99","99","Unknown","1","Not Transported","",""
"1017607","2","4","48","2","Female","CT","06851","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Norwalk","","","","CT","","","","1","Not Transported","",""
"1017608","","3","54","1","Male","CT","06854","5","Bicyclist","B","Suspected Minor Injury (B)","97","Other","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Taylor Ave","S","false","1","2","false","97","Other","1","No","3","Failure to Yield Right-Of-Way","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Norwalk","UnitedStates","","","","","","","1","Not Transported","",""
"1017608","1","1","42","1","Male","CT","06850","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","2","1","No","1","Not Transported","",""
"1017608","1","2","10","1","Male","CT","06854","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","88","Not applicable","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","33","Third Row, Right Seat","","Norwalk","UnitedStates","","","CT","","","","1","Not Transported","",""
"1019307","1","2","54","1","Male","GA","30032","2","Passenger","O","No Apparent Injury (O)","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","DECATUR","","2","State","GA","","","","1","Not Transported","N/A","N/A"
"1019307","","3","29","1","Male","CT","06610","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","I-95","N","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","2","Dart/Dash","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Bridgeport","","2","State","CT","","","","1","Not Transported","Unit 401 NORWALK EMS","N/A"
"1019307","1","1","47","2","Female","GA","30228","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","HAMPTON","","2","State","GA","3","1","No","1","Not Transported","N/A","N/A"
"1020305","","2","64","1","Male","CT","06854","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Maon St","","true","1","","true","99","Unknown","1","No","1","No Improper Action","1","No Improper Action","7","Shoulder/Roadside","0","None","0","None","1","Not Distracted","","","","Norwalk","","","","CT","","","","3","EMS Ground","Norwalk Medics","NORWALK HOSPITAL"
"1020305","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","2","State","CT","99","1","No","1","Not Transported","",""
"1020325","1","1","27","1","Male","CT","06851","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"1020325","","2","22","1","Male","CT","06854","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Fitch","E","false","1","2","false","4","Walking/Cycling along Roadway Against Traffic (In or Adjacent to Travel Lane)","99","Unknown","2","Dart/Dash","88","Not Applicable","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","Norwalk","","","","CT","","","","3","EMS Ground","norwalk","norwalk"
"1020325","","3","32","2","Female","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"1020942","1","1","37","1","Male","NY","10463","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Bronx","","2","State","NY","4","1","No","1","Not Transported","",""
"1020942","1","2","35","2","Female","CT","06851","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Norwalk","","","","CT","","","","1","Not Transported","",""
"1020942","","3","26","1","Male","CT","","3","Pedestrian","B","Suspected Minor Injury (B)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","First Street ","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","99","Unknown","99","Unknown","0","None","0","None","6","Other Activity, Inside Vehicle (eating, personal hygiene, etc.)","","","","Norwalk","UnitedStates","","","","","","","3","EMS Ground","Norwalk ","Norwalk Hospital "
