https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180305
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1110743","1","1","Vehicle in Operation","1","Chevrolet","2005","2005","Silverado K2500hd","Gray","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","5","Pick Up","7","Turning Left","0","None","1GCHK23U15F898684","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","Dry Hill Avenue","false","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1112513","2","1","Vehicle in Operation","1","MONGOOSE","","","","Blue","S","Southbound","false","22","Motor Vehicle In Motion","97","Other","0","None","88","Not Applicable","25","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","","","97","Other","0","None","unknown","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Clinton Ave","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1112513","1","1","Vehicle in Operation","1","Toyota","2021","2021","Rav4 Xle Premium","Blue","W","Westbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","2T3A1RFV9MW179343","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Greenwich","CT","","06830","","false","","false","false","Connecticut Ave","false","CT","false","false","1","GREAT NORTHERN INSURANCE","","","","","","","","","","","","","","","","","","","","2024-09-15","","","",""
"1112514","1","1","Vehicle in Operation","1","None","","","100GL","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","88","","","5","One-Way Trafficway","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","NONE","11","Pedestrian Button","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","WEST AV","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1112514","2","1","Vehicle in Operation","1","KIA","2019","2019","Soul","Gray","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","88","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","1","1","Straight","2","Uphill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","KNDJN2A29K7002681","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","ROUTE 7","false","CT","false","false","1","Allstate Property And Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2024-03-02","","","",""
"1114257","1","1","Vehicle in Operation","1","Honda","1995","1995","Civic DX","Gray","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","3","Functional Damage","3","Passenger Van","1","Straight Ahead","0","None","2HGEH2460SH523687","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","N/A","false","false","Ely Avenue","false","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","2024-06-04","","","",""
"1115041","1","1","Vehicle in Operation","1","HONDA","2012","2012","ODYSSEY","WHITE","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","5","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","5FNRL5H62CB032264","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Middle Village","NY","","11379","","false","","false","false","West Avenue","false","NY","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","2024-02-23","","","",""
"1117794","1","1","Vehicle in Operation","1","Nissan","2019","2019","Rogue S","Blue","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JN8AT2MV6KW391608","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","Merrill Rd","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2024-04-12","","","",""
"1117794","2","1","Vehicle in Operation","1","","","","","Yellow","S","Southbound","false","14","Reentering Roadway","7","Turning Left","0","None","0","None","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","","","7","Turning Left","0","None","","1","No Control Device","88","Not Applicable","14","Reentering Roadway","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Merrill Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1119493","1","1","Vehicle in Operation","1","UNKNOWN","","","UNKNOWN","BLACK","","","true","17","Pedestrian","99","Unknown","99","Unknown","99","Unknown","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Ely Ave ","false","","false","false","1","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","",""
"1119706","1","1","Vehicle in Operation","1","Toyota","2016","2016","Highlander Xle","Black","N","Northbound","false","17","Pedestrian","99","Unknown","10","Windows/Windshield","88","Not Applicable","35","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","99","Unknown","10","Windows/Windshield","5TDJKRFH7GS262914","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","06854","","true","","false","false","MLK Dr","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1162660","1","1","Vehicle in Operation","1","Honda","2001","2001","CR-V EX","Gray","E","Eastbound","false","26","Other Non-Fixed Object","3","Backing","97","Other","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","3","Backing","97","Other","JHLRD18651S026662","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stamford","CT","","06902","","false","","false","false","Parking lot","false","CT","false","false","1","State farm","","","","","","","","","","","","","","","","","","","","2024-01-22","","","",""
